meta,hid_num,epochs,worker,time_started,time_completed,duration_seconds,path,loss_std,acc_std,loss_mean,acc_mean
0.0,512,20,1,2021-11-21 08:14:42,2021-11-21 09:12:59,3497.0,./results/0.0_512_20,2.5322771633185073,34.335647219762734,4.74695608364741,29.045
0.5,2048,20,1,2021-11-21 09:12:59,2021-11-21 10:11:25,3506.0,./results/0.5_2048_20,6.218444475877257,34.47908897675034,10.460552232662836,27.698333333333334
1.35,512,20,1,2021-11-21 10:11:25,2021-11-21 11:09:59,3514.0,./results/1.35_512_20,0.17451673397799836,5.825772624010195,0.34164843126932776,89.42333333333335
0.0,2048,40,1,2021-11-21 11:09:59,2021-11-21 13:08:14,7095.0,./results/0.0_2048_40,7.626410650113343,35.58204978169002,12.024318877601623,25.673333333333336
1.0,512,40,1,2021-11-21 13:08:14,2021-11-21 15:04:33,6979.0,./results/1.0_512_40,0.2158718750088968,7.593037380829008,0.3562482928593953,88.94833333333332
1.35,2048,40,1,2021-11-21 15:04:33,2021-11-21 17:00:48,6975.0,./results/1.35_2048_40,5.657147950490911,37.30021072326536,3.690910735448202,69.6
2.0,512,40,1,2021-11-21 17:00:48,2021-11-21 18:58:04,7036.0,./results/2.0_512_40,0.25460779874657036,8.720886231723624,0.4460803647359213,85.84833333333334
0.0,2048,10,1,2021-11-21 18:58:04,2021-11-21 19:27:56,1792.0,./results/0.0_2048_10,5.673276645702776,35.33842214926977,8.082050845209757,24.47
0.7,512,10,1,2021-11-21 19:27:56,2021-11-21 19:57:46,1790.0,./results/0.7_512_10,1.7354999085267566,32.09412012607086,3.1760043320020035,38.72666666666667
1.0,2048,10,1,2021-11-21 19:57:46,2021-11-21 20:27:56,1810.0,./results/1.0_2048_10,2.28180497816328,31.407794998481933,4.35353537165324,33.10333333333333
1.5,512,10,1,2021-11-21 20:27:56,2021-11-21 20:58:02,1806.0,./results/1.5_512_10,0.44841982409636094,12.187189038767995,0.6427569066365559,81.13166666666666
2.0,2048,10,1,2021-11-21 20:58:02,2021-11-21 21:28:17,1815.0,./results/2.0_2048_10,0.30557367656666945,9.69560106440029,0.45658632125854487,86.03000000000002
0.7,512,20,1,2021-11-21 21:28:17,2021-11-21 22:28:11,3594.0,./results/0.7_512_20,0.8973337287126969,19.23665086928249,1.1912064267476399,70.27833333333332
1.5,2048,20,1,2021-11-21 22:28:11,2021-11-21 23:27:52,3581.0,./results/1.5_2048_20,1.0644452379909275,15.445532687479572,1.03428451646169,79.94
0.7,512,40,1,2021-11-21 23:27:52,2021-11-22 01:27:18,7166.0,./results/0.7_512_40,0.11073162748753451,2.8528634737750767,0.39819222056070963,88.61500000000001
1.5,2048,40,1,2021-11-22 01:27:18,2021-11-22 03:28:16,7258.0,./results/1.5_2048_40,4.046536481483223,33.35877855477725,2.437209260495504,73.30666666666667
0.0,512,60,1,2021-11-22 03:28:16,2021-11-22 06:30:51,10955.0,./results/0.0_512_60,2.7476118730776213,34.949061026967044,5.562908343315123,26.566666666666666
0.5,2048,60,1,2021-11-22 06:30:51,2021-11-22 09:32:51,10920.0,./results/0.5_2048_60,7.592876757280696,32.77510579693069,6.116192570940654,51.52
1.0,512,60,1,2021-11-22 09:32:51,2021-11-22 12:33:33,10842.0,./results/1.0_512_60,0.22547836188654338,7.778819104894176,0.37032890094121296,88.60666666666667
1.35,2048,60,1,2021-11-22 12:33:33,2021-11-22 15:34:35,10862.0,./results/1.35_2048_60,6.7458727834958,33.993000308887126,2.969543672100702,80.65499999999999
2.0,512,60,1,2021-11-22 15:34:35,2021-11-22 18:30:42,10567.0,./results/2.0_512_60,0.2424910326569303,8.454933273933433,0.44232823063532506,86.14166666666667
0.0,1024,20,2,2021-11-21 08:15:07,2021-11-21 09:13:28,3501.0,./results/0.0_1024_20,2.3153417062626525,34.80577059435212,4.491718295669556,27.163333333333338
0.5,4096,20,2,2021-11-21 09:13:28,2021-11-21 10:11:50,3502.0,./results/0.5_4096_20,9.818112246373119,34.71620049294949,10.17289717950821,26.561666666666667
1.35,1024,20,2,2021-11-21 10:11:50,2021-11-21 11:09:43,3473.0,./results/1.35_1024_20,0.042084930238524755,1.6390688413445802,0.2723613586425781,92.01333333333334
0.0,4096,40,2,2021-11-21 11:09:43,2021-11-21 13:09:24,7181.0,./results/0.0_4096_40,13.647941866618227,35.70974544854668,9.842900050608316,24.97
1.0,1024,40,2,2021-11-21 13:09:24,2021-11-21 15:05:57,6993.0,./results/1.0_1024_40,0.0888616137881753,3.2039829379487403,0.2584776507059733,92.55666666666667
1.35,4096,40,2,2021-11-21 15:05:57,2021-11-21 17:04:55,7138.0,./results/1.35_4096_40,14.244656816563067,39.222391436525136,7.201571148014067,70.955
2.0,1024,40,2,2021-11-21 17:04:55,2021-11-21 19:03:01,7086.0,./results/2.0_1024_40,0.15877997983818223,5.510508748442985,0.28493481518427527,91.31666666666668
0.0,4096,10,2,2021-11-21 19:03:01,2021-11-21 19:32:19,1758.0,./results/0.0_4096_10,8.027608072812946,30.453332165790993,12.506842853800457,22.88
0.7,1024,10,2,2021-11-21 19:32:19,2021-11-21 20:01:39,1760.0,./results/0.7_1024_10,1.6614054419255113,35.186802497527395,2.597198585573832,41.365
1.0,4096,10,2,2021-11-21 20:01:39,2021-11-21 20:31:07,1768.0,./results/1.0_4096_10,8.356358692304791,12.820515980256019,14.575185457356769,16.805
1.5,1024,10,2,2021-11-21 20:31:07,2021-11-21 21:01:08,1801.0,./results/1.5_1024_10,0.41856483138382405,12.97056783645188,0.5776430137634277,82.625
2.0,4096,10,2,2021-11-21 21:01:08,2021-11-21 21:30:19,1751.0,./results/2.0_4096_10,9.500291891654356,34.321054179614,13.24195846786499,26.310000000000002
0.7,1024,20,2,2021-11-21 21:30:19,2021-11-21 22:29:46,3567.0,./results/0.7_1024_20,1.1754914504418146,23.421621350083065,1.5373610640207926,64.62333333333333
1.5,4096,20,2,2021-11-21 22:29:46,2021-11-21 23:28:05,3499.0,./results/1.5_4096_20,9.168907886405734,40.058953389556585,8.007946884600322,38.75666666666667
0.7,1024,40,2,2021-11-21 23:28:05,2021-11-22 01:26:49,7124.0,./results/0.7_1024_40,0.3970135311658261,8.857685175409356,0.516044436009725,87.21333333333332
1.5,4096,40,2,2021-11-22 01:26:49,2021-11-22 03:23:50,7021.0,./results/1.5_4096_40,14.645050327704524,41.40948655400918,7.179057373809815,69.80833333333332
0.0,1024,60,2,2021-11-22 03:23:50,2021-11-22 06:23:19,10769.0,./results/0.0_1024_60,3.70130638264313,35.31196662134052,7.255986493937175,25.78333333333333
0.5,4096,60,2,2021-11-22 06:23:19,2021-11-22 09:24:02,10843.0,./results/0.5_4096_60,10.389773742494112,35.92375523243638,6.591923576418558,37.115
1.0,1024,60,2,2021-11-22 09:24:02,2021-11-22 12:24:04,10802.0,./results/1.0_1024_60,0.13591452523743658,4.502876488053684,0.29283998613357537,91.78833333333334
1.35,4096,60,2,2021-11-22 12:24:04,2021-11-22 15:22:03,10679.0,./results/1.35_4096_60,6.526038528962693,35.72232378592785,2.8078502996444707,81.80166666666666
2.0,1024,60,2,2021-11-22 15:22:03,2021-11-22 18:17:34,10531.0,./results/2.0_1024_60,0.15174818567267045,5.483508609154052,0.29412029283841445,91.13333333333333
0.0,2048,20,3,2021-11-21 08:15:26,2021-11-21 09:14:15,3529.0,./results/0.0_2048_20,10.015180849121311,34.3679106144089,14.869352762858071,23.95
1.0,512,20,3,2021-11-21 09:14:15,2021-11-21 10:12:56,3521.0,./results/1.0_512_20,0.16457442420601606,4.834392067950909,0.44675608673095707,86.60333333333334
1.35,2048,20,3,2021-11-21 10:12:56,2021-11-21 11:12:25,3569.0,./results/1.35_2048_20,1.955041302948279,22.00390275988936,1.9244320501963295,72.58166666666666
0.5,512,40,3,2021-11-21 11:12:25,2021-11-21 13:12:15,7190.0,./results/0.5_512_40,0.6639438286447982,15.625143412675182,0.8323937792460124,78.10666666666667
1.0,2048,40,3,2021-11-21 13:12:15,2021-11-21 15:12:32,7217.0,./results/1.0_2048_40,4.795800284846516,37.24377084381583,3.2435127607027687,70.30333333333333
2.0,512,20,3,2021-11-21 15:12:32,2021-11-21 16:11:51,3559.0,./results/2.0_512_20,0.24136114609166717,8.116786104528485,0.40260857505798336,87.29833333333335
2.0,2048,40,3,2021-11-21 16:11:51,2021-11-21 18:10:43,7132.0,./results/2.0_2048_40,5.470626719494847,32.114347831875186,2.512130101966858,79.32833333333333
0.5,512,10,3,2021-11-21 18:10:43,2021-11-21 18:40:40,1797.0,./results/0.5_512_10,1.8402032987868686,34.31006348969158,3.192202968088786,36.02166666666667
0.7,2048,10,3,2021-11-21 18:40:40,2021-11-21 19:10:41,1801.0,./results/0.7_2048_10,4.603624629153193,33.80500475767851,7.801876034800212,25.50333333333333
1.35,512,10,3,2021-11-21 19:10:41,2021-11-21 19:40:47,1806.0,./results/1.35_512_10,0.5633680876678268,15.336963736889604,0.813770983505249,76.84166666666667
1.5,2048,10,3,2021-11-21 19:40:47,2021-11-21 20:10:37,1790.0,./results/1.5_2048_10,0.751230296060392,21.80130859986773,1.3252073612213133,64.35166666666667
3.0,512,10,3,2021-11-21 20:10:37,2021-11-21 20:40:38,1801.0,./results/3.0_512_10,0.25863694007534105,8.636619130192091,0.40668695945739747,87.045
0.7,2048,20,3,2021-11-21 20:40:38,2021-11-21 21:39:45,3547.0,./results/0.7_2048_20,4.2301310343345895,33.71897413425661,7.472795280361176,29.201666666666664
3.0,512,20,3,2021-11-21 21:39:45,2021-11-21 22:39:27,3582.0,./results/3.0_512_20,0.26532811425823544,9.007282424053704,0.46852889734903963,84.95166666666667
0.7,2048,40,3,2021-11-21 22:39:27,2021-11-22 00:40:16,7249.0,./results/0.7_2048_40,8.134746914675567,35.03413064427316,7.6705255826950065,46.065
3.0,512,40,3,2021-11-22 00:40:16,2021-11-22 02:38:51,7115.0,./results/3.0_512_40,0.24734068585140545,8.452609064661631,0.4559040630578995,85.66000000000001
0.0,2048,60,3,2021-11-22 02:38:51,2021-11-22 05:38:42,10791.0,./results/0.0_2048_60,6.496306483881882,35.076237778112215,9.156807461452486,26.358333333333334
0.7,512,60,3,2021-11-22 05:38:42,2021-11-22 08:40:25,10903.0,./results/0.7_512_60,0.18878750673348837,6.769147656832432,0.32478197981516516,90.05000000000001
1.0,2048,60,3,2021-11-22 08:40:25,2021-11-22 11:43:38,10993.0,./results/1.0_2048_60,6.677825677070336,34.10647973626126,3.409627328872681,75.39
1.5,512,60,3,2021-11-22 11:43:38,2021-11-22 14:41:04,10646.0,./results/1.5_512_60,0.23909194981183277,8.407094028259708,0.4137526744524638,87.15499999999999
0.0,4096,20,4,2021-11-21 08:16:32,2021-11-21 09:14:18,3466.0,./results/0.0_4096_20,7.675213613299747,35.25063214563204,9.408847314357756,25.633333333333336
1.0,1024,20,4,2021-11-21 09:14:18,2021-11-21 10:12:37,3499.0,./results/1.0_1024_20,0.19039895093850998,6.85032383662748,0.4017573435465494,88.18166666666667
1.35,4096,20,4,2021-11-21 10:12:37,2021-11-21 11:11:15,3518.0,./results/1.35_4096_20,8.207804676524082,33.52964161255928,9.82877165406545,34.75333333333333
0.5,1024,40,4,2021-11-21 11:11:15,2021-11-21 13:09:06,7071.0,./results/0.5_1024_40,1.504962454143939,27.321993155697854,2.079289366722107,59.07500000000001
1.0,4096,40,4,2021-11-21 13:09:06,2021-11-21 15:03:48,6882.0,./results/1.0_4096_40,9.37869610113804,40.31265892991927,5.68335057779948,63.315000000000005
2.0,1024,20,4,2021-11-21 15:03:48,2021-11-21 16:02:53,3545.0,./results/2.0_1024_20,0.14501385797716723,4.957889335863263,0.26144851158459975,92.06333333333333
2.0,4096,40,4,2021-11-21 16:02:53,2021-11-21 17:59:12,6979.0,./results/2.0_4096_40,11.87433105771565,42.414396455291765,5.797261128266654,69.58666666666666
0.5,1024,10,4,2021-11-21 17:59:12,2021-11-21 18:28:48,1776.0,./results/0.5_1024_10,2.091968103637994,35.061551258703126,3.6900759822050726,31.728333333333335
0.7,4096,10,4,2021-11-21 18:28:48,2021-11-21 18:58:23,1775.0,./results/0.7_4096_10,8.009020296663538,4.647690465883745,14.117912145996094,13.973333333333334
1.35,1024,10,4,2021-11-21 18:58:23,2021-11-21 19:27:59,1776.0,./results/1.35_1024_10,0.5724632357806877,16.812139364161837,0.8304050699869792,75.805
1.5,4096,10,4,2021-11-21 19:27:59,2021-11-21 19:56:58,1739.0,./results/1.5_4096_10,6.147248106792103,11.596360492269403,10.899377893066406,22.311666666666667
3.0,1024,10,4,2021-11-21 19:56:58,2021-11-21 20:25:48,1730.0,./results/3.0_1024_10,0.15663027747945646,5.113157211221521,0.27720417156219485,91.54166666666667
0.7,4096,20,4,2021-11-21 20:25:48,2021-11-21 21:24:33,3525.0,./results/0.7_4096_20,8.799011550888315,34.833146522625064,8.91991627820333,27.738333333333333
3.0,1024,20,4,2021-11-21 21:24:33,2021-11-21 22:23:16,3523.0,./results/3.0_1024_20,0.1735279381539801,5.896370635116712,0.3086791220506032,90.51666666666667
0.7,4096,40,4,2021-11-21 22:23:16,2021-11-22 00:21:13,7077.0,./results/0.7_4096_40,10.488054285683345,38.62063990493511,6.4029173552831,50.23666666666667
3.0,1024,40,4,2021-11-22 00:21:13,2021-11-22 02:18:31,7038.0,./results/3.0_1024_40,0.15459733381653007,5.527167146619206,0.3060693903287251,90.53166666666665
0.0,4096,60,4,2021-11-22 02:18:31,2021-11-22 05:12:51,10460.0,./results/0.0_4096_60,6.124816876311922,35.815823691026104,5.721663367176056,24.74333333333333
0.7,1024,60,4,2021-11-22 05:12:51,2021-11-22 08:08:22,10531.0,./results/0.7_1024_60,0.3470628575907419,9.133469037921278,0.4059031092325846,89.54166666666667
1.0,4096,60,4,2021-11-22 08:08:22,2021-11-22 11:06:56,10714.0,./results/1.0_4096_60,7.826152774556852,35.05810548218486,3.411002870019276,80.10000000000001
1.5,1024,60,4,2021-11-22 11:06:56,2021-11-22 14:02:28,10532.0,./results/1.5_1024_60,0.14310340810030886,4.925624495093659,0.2744298579533894,92.09833333333331
0.5,512,20,5,2021-11-21 08:17:23,2021-11-21 09:16:35,3552.0,./results/0.5_512_20,1.6139843797159663,28.551110427909222,2.607830389213562,49.77333333333333
1.0,2048,20,5,2021-11-21 09:16:35,2021-11-21 10:16:06,3571.0,./results/1.0_2048_20,4.1757950105408765,31.45303445880328,5.643222164789836,38.30166666666667
0.0,512,40,5,2021-11-21 10:16:06,2021-11-21 12:14:23,7097.0,./results/0.0_512_40,2.708918571612388,34.2902369487293,5.401401172415416,28.655
0.5,2048,40,5,2021-11-21 12:14:23,2021-11-21 14:11:53,7050.0,./results/0.5_2048_40,6.836381335074604,31.616187625961484,8.3806565964063,38.9
1.35,512,40,5,2021-11-21 14:11:53,2021-11-21 16:10:29,7116.0,./results/1.35_512_40,0.2343757124528061,8.068833868657848,0.38939739451408384,87.77
2.0,2048,20,5,2021-11-21 16:10:29,2021-11-21 17:07:50,3441.0,./results/2.0_2048_20,0.5921134425676964,13.247838565844113,0.523687244383494,86.62333333333333
0.0,512,10,5,2021-11-21 17:07:50,2021-11-21 17:37:15,1765.0,./results/0.0_512_10,2.421393607253536,35.01072373811582,4.20281778696378,30.191666666666663
0.5,2048,10,5,2021-11-21 17:37:15,2021-11-21 18:06:36,1761.0,./results/0.5_2048_10,6.849794997220283,34.9350926242749,10.690214037481944,26.978333333333335
1.0,512,10,5,2021-11-21 18:06:36,2021-11-21 18:36:16,1780.0,./results/1.0_512_10,0.8260558184599931,21.08803894786489,1.2674803342819214,65.86333333333333
1.35,2048,10,5,2021-11-21 18:36:16,2021-11-21 19:05:56,1780.0,./results/1.35_2048_10,1.2892781830203754,26.177053310103485,2.44335060450236,50.35
2.0,512,10,5,2021-11-21 19:05:56,2021-11-21 19:35:11,1755.0,./results/2.0_512_10,0.1461710923958637,4.894301448283162,0.350796819559733,89.04666666666667
3.0,2048,10,5,2021-11-21 19:35:11,2021-11-21 20:05:32,1821.0,./results/3.0_2048_10,0.05537065579279113,1.9095444482912662,0.21949207318623856,93.54
1.5,512,20,5,2021-11-21 20:05:32,2021-11-21 21:05:38,3606.0,./results/1.5_512_20,0.21869508457184542,7.230426451231398,0.35458611825307207,88.89333333333333
3.0,2048,20,5,2021-11-21 21:05:38,2021-11-21 22:03:27,3469.0,./results/3.0_2048_20,0.09868714515659757,3.535843605138664,0.2542904963493347,92.34499999999998
1.5,512,40,5,2021-11-21 22:03:27,2021-11-22 00:02:12,7125.0,./results/1.5_512_40,0.2409044340062701,8.297080611074398,0.4031876153389613,87.38333333333333
3.0,2048,40,5,2021-11-22 00:02:12,2021-11-22 02:02:29,7217.0,./results/3.0_2048_40,0.6177552018583468,15.367432663482429,0.47701233253479,87.28333333333332
0.5,512,60,5,2021-11-22 02:02:29,2021-11-22 05:03:39,10870.0,./results/0.5_512_60,0.1889042116526035,4.876221556355561,0.4662120297749837,87.21166666666666
0.7,2048,60,5,2021-11-22 05:03:39,2021-11-22 08:06:30,10971.0,./results/0.7_2048_60,7.398198913326121,38.2438415521593,4.6345889327367145,67.87833333333333
1.35,512,60,5,2021-11-22 08:06:30,2021-11-22 11:06:15,10785.0,./results/1.35_512_60,0.25196974586855897,8.818118658005611,0.41286004822254174,87.22166666666668
1.5,2048,60,5,2021-11-22 11:06:15,2021-11-22 14:06:09,10794.0,./results/1.5_2048_60,3.6568761401572525,27.27195335871635,1.680508308919271,84.14999999999999
0.5,1024,20,6,2021-11-21 08:17:48,2021-11-21 09:15:36,3468.0,./results/0.5_1024_20,1.6263968884862634,31.13258014792007,2.91071988808314,41.416666666666664
1.0,4096,20,6,2021-11-21 09:15:36,2021-11-21 10:14:15,3519.0,./results/1.0_4096_20,6.735855593887632,33.71383360976124,8.051822299782435,29.46166666666667
0.0,1024,40,6,2021-11-21 10:14:15,2021-11-21 12:12:26,7091.0,./results/0.0_1024_40,3.2707341994277264,35.58942427182547,6.440130050245922,25.52
0.5,4096,40,6,2021-11-21 12:12:26,2021-11-21 14:10:53,7107.0,./results/0.5_4096_40,15.105376338260331,32.72577175051288,9.641907981936138,33.59833333333333
1.35,1024,40,6,2021-11-21 14:10:53,2021-11-21 16:10:07,7154.0,./results/1.35_1024_40,0.11787751601917772,4.212592630039924,0.2724194980621338,92.01166666666666
2.0,4096,20,6,2021-11-21 16:10:07,2021-11-21 17:10:08,3601.0,./results/2.0_4096_20,8.002818499890314,39.30314258003636,6.003231777318319,46.45166666666666
0.0,1024,10,6,2021-11-21 17:10:08,2021-11-21 17:39:37,1769.0,./results/0.0_1024_10,1.856155373070783,35.500762104495735,3.774616877555847,27.925
0.5,4096,10,6,2021-11-21 17:39:37,2021-11-21 18:09:24,1787.0,./results/0.5_4096_10,10.89803185631943,35.029455272194376,14.83591518274943,23.348333333333333
1.0,1024,10,6,2021-11-21 18:09:24,2021-11-21 18:38:55,1771.0,./results/1.0_1024_10,0.8841458744619815,22.126834989818732,1.7084613431612647,57.48666666666667
1.35,4096,10,6,2021-11-21 18:38:55,2021-11-21 19:08:31,1776.0,./results/1.35_4096_10,9.806533779126486,31.36852796461234,15.711813945007323,23.516666666666666
2.0,1024,10,6,2021-11-21 19:08:31,2021-11-21 19:38:01,1770.0,./results/2.0_1024_10,0.0693810372259576,2.3895689987945543,0.28340898869832354,91.3
3.0,4096,10,6,2021-11-21 19:38:01,2021-11-21 20:07:40,1779.0,./results/3.0_4096_10,2.0910824725140063,24.15074553714647,3.451972864659627,52.155
1.5,1024,20,6,2021-11-21 20:07:40,2021-11-21 21:07:00,3560.0,./results/1.5_1024_20,0.08231581740261983,2.9245062261288957,0.2552083819071452,92.57833333333333
3.0,4096,20,6,2021-11-21 21:07:00,2021-11-21 22:07:10,3610.0,./results/3.0_4096_20,5.839786446806485,40.85720744250639,3.5858145478566485,64.61999999999999
1.5,1024,40,6,2021-11-21 22:07:10,2021-11-22 00:05:50,7120.0,./results/1.5_1024_40,0.11723340651580047,4.3652812051458945,0.3041242678960164,91.33999999999999
3.0,4096,40,6,2021-11-22 00:05:50,2021-11-22 02:04:14,7104.0,./results/3.0_4096_40,5.234369057131589,31.88860737003107,2.341623020490011,81.14
0.5,1024,60,6,2021-11-22 02:04:14,2021-11-22 05:03:00,10726.0,./results/0.5_1024_60,0.6889351007996443,17.05377348272223,0.738044728088379,82.03500000000001
0.7,4096,60,6,2021-11-22 05:03:00,2021-11-22 08:06:50,11030.0,./results/0.7_4096_60,6.983616642247664,31.71152387802685,3.4827393607139587,69.39333333333333
1.35,1024,60,6,2021-11-22 08:06:50,2021-11-22 11:06:30,10780.0,./results/1.35_1024_60,0.1376386535224824,5.085299073473131,0.27388519248962395,92.05666666666667
1.5,4096,60,6,2021-11-22 11:06:30,2021-11-22 14:04:26,10676.0,./results/1.5_4096_60,6.147174746461538,35.546202469462195,2.6544110371589658,82.115
